"","PUMA00","PUMA10","ADJINC","AGEP","CIT","COW","ENG","FER","INTP","JWMNP","LANX","MAR","MIG","NWAB","NWAV","NWLA","NWLK","NWRE","OIP","PAP","RETP","SCH","SCHL","SEMP","SEX","SSIP","SSP","WAGP","WKHP","ANC1P05","ANC1P12","DECADE","DIS","ESR","FOD1P","HICOV","NATIVITY","NOP","OCCP10","OCCP12","PERNP","PINCP","POBP05","POBP12","PRIVCOV","PUBCOV","RAC1P","SCIENGP","WAOB","FENGP","PWGTP"
"8755",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8756",8113,-9,1094136,30,1,1,NA,NA,0,40,2,3,1,3,5,3,3,3,0,0,0,1,21,0,1,0,0,64000,45,999,-9,NA,2,1,5501,1,1,NA,"0710","N.A.",64000,64000,29,-9,1,2,1,1,1,0,63
"8757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8759",1401,-9,1071861,33,1,NA,NA,NA,0,NA,2,5,1,2,3,2,2,3,0,480,0,1,18,0,1,0,0,0,NA,902,-9,NA,1,6,NA,2,1,NA,"","",0,480,6,-9,2,2,2,NA,1,0,14
"8760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8761",-9,11102,1008425,47,1,NA,NA,2,0,NA,2,1,1,2,5,2,2,3,0,0,0,1,21,0,2,0,0,0,NA,-9,706,NA,2,6,1401,1,1,NA,"","",0,0,-9,4,1,2,6,2,1,0,26
"8762",-9,6505,1008425,52,1,1,NA,NA,0,90,2,1,1,3,5,3,3,3,0,0,0,2,19,0,1,0,0,112000,50,-9,22,NA,2,1,NA,1,1,NA,"N.A.","0120",112000,112000,-9,6,1,2,1,NA,1,0,14
"8763",-9,101,1024037,24,1,NA,NA,NA,0,NA,2,5,3,2,3,2,2,2,0,0,0,2,21,0,1,0,0,0,NA,-9,999,NA,2,6,4001,1,1,NA,"","",0,0,-9,6,1,2,1,1,1,0,15
"8764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8765",6109,-9,1071861,63,4,NA,1,NA,12000,NA,1,3,1,2,5,2,2,3,0,0,0,1,16,0,1,0,0,0,NA,232,-9,4,2,6,NA,2,2,NA,"","",0,12000,361,-9,2,2,1,NA,3,0,19
"8766",-9,702,1008425,54,1,1,NA,NA,0,25,2,1,1,3,5,3,3,3,0,0,0,1,19,0,1,0,0,42000,42,-9,999,NA,2,1,NA,1,1,NA,"N.A.","7340",42000,42000,-9,49,1,2,1,NA,1,0,53
"8767",2802,-9,1094136,61,1,1,NA,NA,0,20,2,1,1,1,5,2,3,3,0,0,0,1,16,0,1,0,0,56000,40,50,-9,NA,2,1,NA,1,1,NA,"9120","N.A.",56000,56000,6,-9,1,2,1,NA,1,0,10
"8768",5702,-9,1094136,47,4,NA,3,2,0,NA,1,1,1,2,5,2,2,3,0,0,0,1,12,0,2,0,0,0,NA,210,-9,5,2,6,NA,1,2,NA,"","",0,0,303,-9,1,2,1,NA,3,0,35
"8769",-9,2300,1041654,35,1,3,NA,2,0,35,2,1,3,3,5,3,3,3,0,0,0,1,21,0,2,0,0,74000,40,-9,924,NA,2,1,1103,1,1,NA,"N.A.","2310",74000,74000,-9,6,1,2,1,1,1,0,11
"8770",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8772",1602,-9,1071861,29,1,1,NA,2,0,10,2,5,3,3,5,3,3,3,5400,0,0,1,19,0,2,0,0,30000,40,26,-9,NA,2,1,NA,1,1,NA,"5940","N.A.",30000,35400,6,-9,1,2,1,NA,1,0,28
"8773",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8774",3002,-9,1071861,54,1,1,NA,NA,0,35,2,1,1,3,5,2,3,3,0,0,0,1,19,0,1,0,0,125000,50,999,-9,NA,2,1,NA,1,1,NA,"4700","N.A.",125000,125000,6,-9,1,2,1,NA,1,0,22
"8775",-9,103,1041654,62,1,1,NA,NA,380,NA,2,5,1,2,1,2,2,3,0,0,25000,2,19,0,2,0,1700,0,NA,-9,32,NA,2,6,NA,1,1,NA,"N.A.","7020",0,27080,-9,6,1,2,1,NA,1,0,14
"8776",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8777",6110,-9,1094136,20,5,1,1,2,0,15,1,5,1,3,5,3,3,3,0,0,0,2,19,0,2,0,0,13000,30,210,-9,6,2,1,NA,2,2,NA,"4060","N.A.",13000,13000,303,-9,2,2,8,NA,3,0,35
"8778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8779",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8780",-9,2901,1041654,61,1,NA,NA,NA,20,NA,2,1,1,2,5,2,2,3,0,0,3400,1,18,0,2,0,0,0,NA,-9,195,NA,2,6,NA,1,1,NA,"","",0,3420,-9,6,1,2,1,NA,1,0,14
"8781",5424,-9,1071861,23,1,NA,NA,2,0,NA,2,5,1,2,3,2,2,2,0,210,0,1,1,0,2,3600,0,0,NA,902,-9,NA,1,6,NA,1,1,NA,"","",0,3810,6,-9,2,1,2,NA,1,0,15
"8782",-9,8503,1008425,35,1,1,NA,NA,0,20,2,1,1,3,5,3,3,3,0,0,0,1,19,0,1,0,0,88000,50,-9,190,NA,2,1,NA,1,1,NA,"N.A.","4920",88000,88000,-9,16,1,2,1,NA,1,0,13
"8783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8784",-9,7502,1008425,27,5,1,NA,2,0,10,2,5,2,3,5,3,3,3,0,0,0,1,16,0,2,0,0,82000,42,-9,22,7,2,1,NA,1,2,NA,"N.A.","4810",82000,82000,-9,138,1,2,1,NA,5,0,16
"8785",6110,-9,1094136,56,1,3,NA,NA,0,60,2,5,1,3,5,3,3,3,0,0,0,1,21,0,2,0,0,78000,40,210,-9,NA,2,1,5502,1,1,NA,"1220","N.A.",78000,78000,6,-9,1,2,1,1,1,0,16
"8786",-9,3753,1008425,34,1,NA,2,NA,0,NA,1,5,1,2,5,2,2,3,0,0,0,1,16,0,1,10500,0,0,NA,-9,94,NA,1,6,NA,1,1,NA,"","",0,10500,-9,6,2,1,9,NA,1,0,16
"8787",8002,-9,1094136,42,5,7,NA,NA,0,NA,2,3,3,2,3,2,1,3,0,0,0,1,18,0,1,0,0,0,NA,11,-9,5,2,6,NA,2,2,NA,"6420","N.A.",0,0,138,-9,2,2,1,NA,5,0,23
"8788",-9,8506,1024037,64,4,1,NA,NA,0,10,2,1,1,3,5,3,3,3,0,0,0,1,21,0,1,0,0,105000,55,-9,600,4,2,1,6201,1,2,NA,"N.A.","0800",105000,105000,-9,200,1,2,1,2,4,0,44
"8789",-9,7702,1041654,34,1,9,NA,NA,0,NA,2,5,1,2,1,2,1,3,0,0,0,1,17,0,1,0,0,0,NA,-9,924,NA,2,3,NA,2,1,NA,"N.A.","9920",0,0,-9,47,2,2,1,NA,1,0,15
"8790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8791",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8793",-9,4701,1024037,31,1,1,NA,NA,0,5,2,1,1,3,5,3,3,3,0,0,0,1,16,0,1,0,0,52000,40,-9,210,NA,2,1,NA,2,1,NA,"N.A.","9130",52000,52000,-9,6,2,2,1,NA,1,0,59
"8794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8795",-9,8507,1008425,51,1,1,NA,NA,45000,NA,2,1,1,3,5,3,3,3,0,0,0,1,21,0,2,0,0,150000,40,-9,999,NA,2,1,2102,1,1,NA,"N.A.","5240",150000,195000,-9,22,1,2,1,1,1,0,12
"8796",-9,8501,1024037,33,5,9,2,2,0,NA,1,1,1,2,1,2,1,3,0,0,0,1,16,0,2,0,0,0,NA,-9,210,7,2,3,NA,2,2,NA,"N.A.","9920",0,0,-9,303,2,2,1,NA,3,0,57
"8797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8798",2802,-9,1071861,27,1,NA,1,NA,0,NA,1,1,1,2,5,2,2,3,0,0,0,1,16,0,1,0,0,0,NA,210,-9,NA,2,6,NA,2,1,NA,"","",0,0,6,-9,2,2,8,NA,1,0,41
"8799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8801",-9,1306,1024037,62,1,2,NA,NA,0,35,2,1,1,3,5,3,3,3,0,0,0,1,19,0,2,0,0,31700,24,-9,32,NA,2,1,NA,1,1,NA,"N.A.","5400",31700,31700,-9,6,1,2,1,NA,1,0,24
"8802",-9,7306,1008425,64,1,1,NA,NA,5000,NA,2,1,1,2,5,2,2,3,0,0,17200,1,16,0,2,0,21400,0,NA,-9,82,NA,1,6,NA,1,1,NA,"N.A.","4700",0,43600,-9,27,1,1,1,NA,1,0,20
"8803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8804",-9,3761,1041654,62,1,9,NA,NA,0,NA,2,5,1,2,1,2,1,3,0,0,40000,1,17,0,2,0,5300,0,NA,-9,999,NA,2,3,NA,1,1,NA,"N.A.","9920",0,45300,-9,13,1,2,1,NA,1,0,15
"8805",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8808",-9,5905,1041654,35,1,1,NA,NA,0,20,2,1,1,3,5,3,3,3,0,0,0,1,16,0,1,0,0,24000,40,-9,902,NA,2,1,NA,1,1,NA,"N.A.","4720",24000,24000,-9,6,1,2,2,NA,1,0,17
"8809",-9,3733,1041654,60,5,1,4,NA,0,NA,1,1,3,2,1,2,1,3,3000,0,0,1,9,0,2,0,0,2400,24,-9,222,6,2,3,NA,2,2,NA,"N.A.","8320",2400,5400,-9,313,2,2,1,NA,3,0,38
"8810",-9,1500,1008425,56,1,4,NA,NA,0,3,2,1,1,3,5,3,3,3,0,0,0,1,16,0,2,0,0,50000,40,-9,290,NA,2,1,NA,1,1,NA,"N.A.","5000",50000,50000,-9,6,1,2,1,NA,1,0,10
"8811",-9,3716,1024037,59,1,1,NA,NA,0,NA,2,3,1,2,2,2,2,3,0,0,0,1,18,0,2,0,0,0,NA,-9,32,NA,1,6,NA,1,1,NA,"N.A.","3645",0,0,-9,6,1,2,1,NA,1,0,23
"8812",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8813",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8814",6120,-9,1071861,20,5,NA,3,2,0,NA,1,5,2,2,5,2,2,3,0,0,0,1,18,0,2,0,0,0,NA,706,-9,7,2,6,NA,2,2,NA,"","",0,0,207,-9,2,2,6,NA,4,0,12
"8815",6126,-9,1094136,54,5,1,NA,NA,0,10,2,1,1,3,5,3,3,3,0,0,0,1,19,0,2,0,0,37000,40,730,-9,7,2,1,NA,1,2,NA,"5000","N.A.",37000,37000,236,-9,1,2,9,NA,4,0,21
"8816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8818",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8819",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8820",-9,7703,1024037,20,1,NA,1,2,0,NA,1,5,1,2,5,2,2,3,0,0,0,1,16,0,2,0,0,0,NA,-9,210,NA,2,6,NA,1,1,NA,"","",0,0,-9,6,1,2,8,NA,1,0,13
"8821",-9,5901,1008425,58,1,1,NA,NA,0,30,2,1,1,3,5,3,3,3,0,0,0,1,21,0,1,0,0,68000,60,-9,88,NA,2,1,5098,1,1,NA,"N.A.","0410",68000,68000,-9,6,1,2,1,1,1,0,78
"8822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8823",-9,3750,1024037,64,1,5,NA,NA,0,75,2,5,1,3,5,3,3,3,0,0,0,1,22,0,2,0,0,100000,40,-9,902,NA,2,1,6107,1,1,NA,"N.A.","3255",100000,100000,-9,36,1,2,2,2,1,0,13
"8824",-9,3763,1041654,35,1,1,NA,NA,0,146,2,1,3,2,5,2,2,3,1400,0,0,2,19,0,1,0,0,60000,40,-9,924,NA,2,1,NA,1,1,NA,"N.A.","1550",60000,61400,-9,6,1,2,1,NA,1,0,12
"8825",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8828",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8829",2404,-9,1071861,41,4,1,2,NA,0,30,1,1,1,3,5,3,3,3,0,0,0,1,20,0,1,0,0,50000,50,706,-9,5,2,1,NA,1,2,NA,"5500","N.A.",50000,50000,207,-9,1,2,6,NA,4,0,32
"8830",-9,8507,1041654,44,4,1,1,2,0,7,1,1,1,3,5,3,3,3,0,0,0,1,23,0,2,0,0,200000,26,-9,785,4,2,1,3601,1,2,NA,"N.A.","3060",200000,200000,-9,247,1,2,6,1,4,0,32
"8831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8834",-9,3728,1024037,22,1,2,NA,2,0,NA,2,5,3,2,1,2,1,3,0,0,0,1,21,0,2,0,0,7500,40,-9,51,NA,2,3,5506,1,1,NA,"N.A.","2825",7500,7500,-9,6,1,2,1,1,1,0,16
"8835",-9,8104,1041654,33,1,2,NA,2,0,40,2,5,1,3,5,3,3,3,0,0,0,1,22,0,2,0,0,90000,45,-9,706,NA,2,1,3606,1,1,NA,"N.A.","0740",90000,90000,-9,6,1,2,6,1,1,0,13
"8836",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8837",-9,701,1008425,31,1,1,NA,NA,0,NA,2,1,3,1,5,2,3,3,0,0,0,1,16,0,1,0,0,4500,40,-9,32,NA,2,2,NA,1,1,NA,"N.A.","5620",4500,4500,-9,6,2,1,1,NA,1,0,43
"8838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8839",2409,-9,1094136,53,1,1,NA,NA,0,25,2,3,1,2,5,2,2,2,0,0,0,1,18,0,1,0,0,40000,40,87,-9,NA,2,1,NA,1,1,NA,"8030","N.A.",40000,40000,6,-9,1,2,1,NA,1,0,20
"8840",6103,-9,1094136,41,4,7,1,NA,0,15,1,1,1,3,5,3,3,3,0,0,0,1,23,0,1,0,0,382000,60,706,-9,5,2,1,3600,1,2,NA,"3060","N.A.",382000,382000,240,-9,1,2,6,1,4,0,12
"8841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8842",-9,4701,1008425,55,1,6,NA,NA,0,NA,2,1,1,2,5,2,2,3,0,0,0,1,16,41600,1,0,0,0,40,-9,32,NA,2,6,NA,1,1,NA,"N.A.","7360",41600,41600,-9,31,1,2,1,NA,1,0,8
"8843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8845",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8847",-9,3748,1041654,28,1,1,1,2,0,50,1,5,1,3,5,3,3,3,0,0,0,1,23,0,2,0,0,46000,55,-9,615,NA,2,1,2404,1,1,NA,"N.A.","3060",46000,46000,-9,6,1,2,6,1,1,0,34
"8848",6108,-9,1094136,35,1,4,1,2,0,45,1,5,1,3,5,3,3,3,0,0,0,1,24,0,2,0,0,83000,40,615,-9,NA,2,1,5003,1,1,NA,"2200","N.A.",83000,83000,18,-9,1,1,6,1,1,0,18
"8849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8850",-9,3717,1024037,24,4,1,1,NA,0,NA,1,5,1,2,5,2,2,3,0,0,0,3,21,0,1,0,0,0,NA,-9,706,7,2,6,6402,1,2,NA,"N.A.","4830",0,0,-9,207,1,2,6,2,4,0,14
"8851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
