"","PUMA00","PUMA10","ADJINC","AGEP","CIT","COW","ENG","FER","INTP","JWMNP","LANX","MAR","MIG","NWAB","NWAV","NWLA","NWLK","NWRE","OIP","PAP","RETP","SCH","SCHL","SEMP","SEX","SSIP","SSP","WAGP","WKHP","ANC1P05","ANC1P12","DECADE","DIS","ESR","FOD1P","HICOV","NATIVITY","NOP","OCCP10","OCCP12","PERNP","PINCP","POBP05","POBP12","PRIVCOV","PUBCOV","RAC1P","SCIENGP","WAOB","FENGP","PWGTP"
"2365",2701,-9,1071861,36,4,1,1,NA,17000,20,1,5,1,3,5,3,3,3,0,0,0,1,22,0,1,0,0,112000,40,291,-9,6,2,1,2401,1,2,NA,"1020","N.A.",112000,129000,134,-9,1,2,1,1,5,0,31
"2366",2403,-9,1071861,39,1,1,NA,2,1000,40,2,1,1,3,5,3,3,3,0,0,0,1,23,0,2,0,0,398000,40,706,-9,NA,2,1,4001,1,1,NA,"3060","N.A.",398000,399000,25,-9,1,2,6,1,1,0,11
"2367",-9,8512,1041654,52,5,1,2,NA,58000,30,1,1,1,3,5,3,3,3,0,0,0,1,22,0,1,0,0,140000,40,-9,706,7,2,1,2408,1,2,NA,"N.A.","1020",140000,198000,-9,207,1,2,6,1,4,0,21
"2368",-9,6508,1008425,27,4,1,3,NA,0,NA,1,5,1,3,5,3,3,3,0,0,0,1,16,0,1,0,0,12000,40,-9,999,6,1,3,NA,2,2,NA,"N.A.","9000",12000,12000,-9,303,2,2,8,NA,3,0,14
"2369",1901,-9,1094136,42,4,1,1,2,0,NA,1,1,1,2,1,2,1,2,0,0,0,1,21,0,2,0,0,0,NA,200,-9,6,2,3,6107,2,2,NA,"3255","N.A.",0,0,233,-9,2,2,6,2,4,0,11
"2370",-9,3701,1041654,46,1,NA,NA,NA,0,NA,2,5,1,2,3,2,2,3,0,0,0,1,17,0,1,10800,0,0,NA,-9,112,NA,1,6,NA,1,1,NA,"","",0,10800,-9,6,2,1,1,NA,1,0,35
"2371",-9,6508,1008425,51,4,1,2,NA,0,60,1,1,1,3,5,3,3,3,0,0,0,1,1,0,1,0,0,32000,40,-9,212,5,2,1,NA,1,2,NA,"N.A.","8920",32000,32000,-9,303,1,2,1,NA,3,0,12
"2372",-9,109,1024037,35,5,1,1,NA,0,20,1,5,1,2,5,2,2,3,0,0,0,1,19,0,1,0,0,25000,40,-9,720,6,2,1,NA,2,2,NA,"N.A.","0530",25000,25000,-9,233,2,2,6,NA,4,0,13
"2373",-9,9701,1024037,31,1,1,NA,NA,0,20,2,1,3,3,5,3,3,3,1500,0,0,1,21,0,1,0,0,25400,40,-9,32,NA,2,1,1901,1,1,NA,"N.A.","0735",25400,26900,-9,6,2,1,9,2,1,0,21
"2374",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2375",5420,-9,1094136,33,1,1,NA,NA,0,40,2,1,1,3,5,3,3,3,0,0,0,1,16,0,1,0,0,65000,45,210,-9,NA,2,1,NA,1,1,NA,"6260","N.A.",65000,65000,6,-9,1,2,1,NA,1,0,64
"2376",400,-9,1094136,63,1,NA,NA,NA,0,NA,2,3,1,2,5,2,2,3,0,0,0,1,20,0,2,0,10000,0,NA,996,-9,NA,2,6,NA,1,1,NA,"","",0,10000,6,-9,2,1,1,NA,1,0,64
"2377",1403,-9,1071861,42,4,6,1,NA,0,15,1,1,1,2,5,2,3,3,0,0,0,1,1,20000,1,0,0,0,25,210,-9,5,2,1,NA,2,2,NA,"4250","N.A.",20000,20000,303,-9,2,2,1,NA,3,0,16
"2378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2379",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2380",-9,3751,1041654,56,4,1,3,NA,0,75,1,1,1,2,1,2,2,3,0,0,0,1,9,0,1,0,0,31000,45,-9,999,4,2,1,NA,2,2,NA,"N.A.","5610",31000,31000,-9,313,2,2,1,NA,3,0,12
"2381",3402,-9,1094136,53,1,6,NA,NA,0,5,2,1,1,2,5,2,2,3,0,0,0,1,19,100000,1,0,0,0,60,89,-9,NA,2,1,NA,1,1,NA,"6200","N.A.",100000,100000,6,-9,1,2,1,NA,1,0,11
"2382",-9,3761,1041654,62,1,1,NA,NA,0,55,2,4,1,3,5,3,3,3,0,0,0,1,18,0,2,0,0,71000,40,-9,902,NA,2,1,NA,1,1,NA,"N.A.","0910",71000,71000,-9,51,1,2,2,NA,1,0,11
"2383",6116,-9,1094136,54,1,NA,NA,NA,0,NA,2,1,1,2,5,2,2,3,0,0,0,1,21,0,2,0,0,0,NA,22,-9,NA,2,6,5200,1,1,NA,"","",0,0,6,-9,1,2,1,1,1,0,17
"2384",-9,6512,1024037,42,4,1,NA,NA,0,15,2,1,1,3,5,3,3,3,0,0,0,1,1,0,1,0,0,100000,40,-9,700,7,2,1,NA,1,2,NA,"N.A.","4400",100000,100000,-9,205,1,2,6,NA,4,0,13
"2385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2386",-9,108,1008425,50,4,1,1,2,0,25,1,1,1,3,5,3,3,3,0,0,0,1,21,0,2,0,0,58000,40,-9,720,4,1,1,3702,1,2,NA,"N.A.","3730",58000,58000,-9,233,1,2,6,1,4,0,7
"2387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2388",-9,1904,1041654,31,1,1,2,2,20,15,1,5,3,3,5,3,3,3,0,0,0,1,15,0,2,0,0,29200,45,-9,210,NA,2,1,NA,1,1,NA,"N.A.","7810",29200,29220,-9,6,1,2,8,NA,1,0,14
"2389",1401,-9,1094136,23,1,1,NA,2,0,10,2,5,1,3,5,3,3,3,0,0,0,1,21,0,2,0,0,40000,40,50,-9,NA,2,1,6203,1,1,NA,"2000","N.A.",40000,40000,32,-9,1,2,1,2,1,0,16
"2390",7400,-9,1094136,47,1,NA,NA,NA,0,NA,2,3,1,2,5,2,2,3,0,0,0,1,14,0,1,0,13000,0,NA,22,-9,NA,1,6,NA,1,1,NA,"","",0,13000,6,-9,2,1,1,NA,1,0,35
"2391",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2392",-9,7313,1041654,57,4,5,1,NA,0,25,1,1,1,3,5,3,3,3,0,0,12000,1,21,0,2,0,0,10000,40,-9,720,4,2,1,2304,1,2,NA,"N.A.","3500",10000,22000,-9,233,1,2,6,2,4,0,18
"2393",-9,3745,1008425,23,1,4,1,2,0,20,1,5,1,3,5,3,3,3,0,0,0,2,19,0,2,0,0,7400,19,-9,210,NA,2,1,NA,1,1,NA,"N.A.","2540",7400,7400,-9,6,1,2,3,NA,1,0,9
"2394",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2396",-9,109,1024037,64,4,1,1,NA,0,NA,1,1,1,2,5,2,2,3,0,0,0,1,21,0,2,0,15300,24000,12,-9,720,4,2,6,6107,1,2,NA,"N.A.","3255",24000,39300,-9,233,1,2,6,2,4,0,8
"2397",-9,103,1008425,45,4,2,2,2,0,NA,1,3,1,2,5,2,2,2,4300,0,0,1,21,0,2,5200,5200,0,NA,-9,706,7,2,6,6107,1,2,NA,"N.A.","2750",0,14700,-9,207,1,1,6,2,4,0,12
"2398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2399",-9,6711,1024037,20,1,1,NA,1,0,NA,2,5,1,2,1,2,1,3,0,0,0,1,16,0,2,0,0,0,NA,-9,290,NA,2,3,NA,1,1,NA,"N.A.","5400",0,0,-9,6,2,1,8,NA,1,0,17
"2400",-9,8505,1008425,39,5,NA,1,2,0,NA,1,1,1,2,5,2,2,3,0,0,0,1,22,0,2,0,0,0,NA,-9,615,7,2,6,3600,1,2,NA,"","",0,0,-9,210,1,2,6,1,4,0,13
"2401",-9,11104,1041654,35,1,5,NA,NA,1200,45,2,5,1,3,5,3,3,3,0,0,0,1,16,0,1,0,0,40000,35,-9,194,NA,2,1,NA,1,1,NA,"N.A.","4220",40000,41200,-9,6,1,2,1,NA,1,0,12
"2402",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2404",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2405",-9,6712,1041654,60,1,NA,NA,NA,0,NA,2,1,1,2,5,2,2,3,0,0,0,1,21,0,2,0,0,0,NA,-9,26,NA,2,6,6102,1,1,NA,"","",0,0,-9,6,1,2,1,2,1,0,48
"2406",-9,5902,1041654,59,1,1,NA,NA,4,25,2,1,1,3,5,3,3,3,0,0,0,1,20,0,2,0,0,48500,30,-9,32,NA,2,1,NA,1,1,NA,"N.A.","5000",48500,48504,-9,6,1,2,1,NA,1,0,23
"2407",-9,7303,1024037,21,1,1,NA,2,0,20,2,5,1,3,5,3,3,3,0,0,0,1,19,0,2,0,0,31600,32,-9,51,NA,2,1,NA,1,1,NA,"N.A.","4700",31600,31600,-9,54,1,2,1,NA,1,0,16
"2408",-9,110,1041654,45,1,1,NA,NA,2500,8,2,1,1,3,5,3,3,3,0,0,0,1,22,0,1,0,0,57000,55,-9,210,NA,2,1,1102,1,1,NA,"N.A.","4850",57000,59500,-9,6,1,1,1,1,1,0,15
"2409",-9,101,1024037,48,1,NA,NA,NA,0,NA,2,5,1,2,5,2,2,3,0,0,0,1,21,0,1,0,10800,0,NA,-9,50,NA,1,6,2107,1,1,NA,"","",0,10800,-9,6,2,1,1,1,1,0,25
"2410",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2411",6118,-9,1071861,58,4,1,2,NA,0,15,1,1,1,3,5,3,3,3,0,0,0,1,19,0,1,0,0,30000,36,750,-9,4,2,1,NA,1,2,NA,"3600","N.A.",30000,30000,217,-9,2,1,6,NA,4,0,11
"2412",6112,-9,1094136,47,1,1,1,2,0,30,1,1,1,2,5,2,2,3,0,0,950,1,19,0,2,0,0,8000,15,290,-9,NA,2,1,NA,1,1,NA,"2540","N.A.",8000,8950,6,-9,1,2,1,NA,1,0,14
"2413",-9,1100,1008425,21,1,1,NA,NA,0,7,2,5,1,3,5,3,3,3,0,0,0,1,16,0,1,0,0,28600,60,-9,999,NA,2,1,NA,1,1,NA,"N.A.","5350",28600,28600,-9,6,1,2,1,NA,1,0,25
"2414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2415",6105,-9,1094136,60,4,1,3,NA,1200,40,1,4,1,2,3,2,2,3,0,0,0,1,15,10100,2,0,0,14000,30,200,-9,3,2,1,NA,2,2,NA,"5120","N.A.",24100,25300,303,-9,2,2,1,NA,3,0,10
"2416",-9,7309,1008425,56,1,5,NA,NA,23000,143,2,1,1,3,5,3,3,3,0,0,0,1,21,0,1,0,0,100000,60,-9,195,NA,2,4,2400,1,1,NA,"N.A.","9810",100000,123000,-9,6,1,2,1,1,1,0,23
"2417",1601,-9,1094136,49,1,1,NA,NA,12000,25,2,1,1,3,5,3,3,3,0,0,0,1,24,10000,1,0,0,70000,50,142,-9,NA,2,1,5202,1,1,NA,"1820","N.A.",80000,92000,6,-9,1,2,1,1,1,0,25
"2418",600,-9,1071861,21,1,1,NA,NA,0,10,2,5,1,3,5,3,3,3,0,0,0,1,16,0,1,0,0,600,60,89,-9,NA,2,1,NA,2,1,NA,"6050","N.A.",600,600,6,-9,2,2,9,NA,1,0,5
"2419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2421",8005,-9,1094136,43,1,1,NA,2,20,NA,2,1,3,3,5,3,3,3,0,0,0,1,23,0,2,0,0,7100,8,195,-9,NA,2,1,6203,1,1,NA,"3030","N.A.",7100,7120,29,-9,1,2,1,2,1,0,11
"2422",4100,-9,1094136,48,1,7,NA,2,88000,20,2,1,1,3,5,3,3,3,0,0,0,1,16,0,2,0,0,65000,35,918,-9,NA,2,1,NA,1,1,NA,"0010","N.A.",65000,153000,6,-9,1,2,1,NA,1,0,19
"2423",5424,-9,1071861,55,3,1,1,NA,0,15,1,5,1,3,5,3,3,3,0,0,0,1,13,0,1,0,0,15000,30,210,-9,3,2,1,NA,2,1,NA,"9620","N.A.",15000,15000,303,-9,2,2,1,NA,3,0,44
"2424",-9,3733,1008425,50,5,1,3,NA,0,30,1,1,1,3,5,3,3,3,0,0,0,1,9,0,1,0,0,50000,40,-9,210,6,2,1,NA,2,2,NA,"N.A.","4020",50000,50000,-9,303,2,2,1,NA,3,0,44
"2425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2429",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2430",5416,-9,1071861,42,4,6,2,NA,0,NA,1,1,1,1,5,2,3,3,0,0,0,1,12,24000,1,0,0,0,60,210,-9,5,2,2,NA,1,2,NA,"4250","N.A.",24000,24000,303,-9,1,2,1,NA,3,0,11
"2431",-9,6103,1008425,53,1,1,NA,NA,0,3,2,5,3,3,5,3,3,3,0,0,0,1,22,0,1,0,0,80000,40,-9,88,NA,2,1,3600,1,1,NA,"N.A.","0230",80000,80000,-9,1,1,2,1,1,1,0,10
"2432",2002,-9,1094136,28,1,1,NA,NA,0,15,2,5,1,2,5,2,3,3,0,0,0,1,16,0,1,0,0,19200,40,211,-9,NA,2,1,NA,1,1,NA,"7340","N.A.",19200,19200,6,-9,1,2,9,NA,1,0,5
"2433",3901,-9,1071861,52,1,1,NA,NA,0,NA,2,1,3,3,5,3,3,3,0,0,0,1,19,0,1,0,0,46800,70,271,-9,NA,1,6,NA,2,1,NA,"7200","N.A.",46800,46800,6,-9,2,2,1,NA,1,0,13
"2434",3600,-9,1094136,55,1,1,NA,NA,1000,20,2,1,1,2,5,2,2,3,0,0,0,1,16,0,2,0,0,75000,40,84,-9,NA,2,1,NA,1,1,NA,"0120","N.A.",75000,76000,6,-9,1,2,1,NA,1,0,12
"2435",-9,5302,1041654,28,1,1,1,NA,0,NA,1,5,1,2,1,2,1,3,0,0,0,1,14,0,1,0,0,18000,40,-9,210,NA,2,3,NA,1,1,NA,"N.A.","9600",18000,18000,-9,6,2,1,1,NA,1,0,28
"2436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2437",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2438",-9,2300,1041654,55,1,1,NA,NA,0,55,2,1,1,3,5,3,3,3,0,0,0,1,16,0,1,0,0,60000,40,-9,920,NA,2,1,NA,1,1,NA,"N.A.","4700",60000,60000,-9,6,1,2,3,NA,1,0,5
"2439",4000,-9,1094136,54,4,1,3,NA,0,22,1,1,1,3,5,3,3,3,0,0,0,1,20,0,1,0,0,23000,40,210,-9,4,1,1,NA,1,2,NA,"7750","N.A.",23000,23000,303,-9,1,2,1,NA,3,0,47
"2440",2714,-9,1094136,24,4,1,2,NA,0,20,1,5,1,3,5,3,3,3,0,0,0,1,16,0,1,0,0,35000,40,210,-9,7,2,1,NA,1,2,NA,"0530","N.A.",35000,35000,303,-9,1,2,1,NA,3,0,12
"2441",-9,8302,1008425,60,1,1,NA,NA,0,15,2,5,1,2,5,2,2,3,0,0,0,1,21,0,1,0,0,50000,60,-9,740,NA,2,1,2408,1,1,NA,"N.A.","3630",50000,50000,-9,6,1,2,6,1,1,0,7
"2442",-9,5303,1008425,47,4,NA,3,2,0,NA,1,4,1,2,5,2,2,3,0,0,0,1,9,0,2,0,0,0,NA,-9,210,5,2,6,NA,1,2,NA,"","",0,0,-9,303,1,2,1,NA,3,0,33
"2443",-9,102,1041654,53,5,NA,4,NA,0,NA,1,1,2,2,5,2,2,3,0,0,0,1,9,0,2,0,0,0,NA,-9,706,7,2,6,NA,2,2,NA,"","",0,0,-9,207,2,2,6,NA,4,0,23
"2444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2445",-9,1308,1041654,43,1,1,NA,2,0,NA,2,5,3,1,5,2,3,3,0,4000,0,1,19,0,2,0,0,24000,40,-9,88,NA,2,2,NA,1,1,NA,"N.A.","0740",24000,28000,-9,17,1,1,1,NA,1,0,13
"2446",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2448",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2449",-9,7703,1008425,30,1,1,NA,NA,0,NA,2,1,3,3,5,3,3,3,0,0,0,1,17,0,1,0,0,0,NA,-9,785,NA,1,6,NA,1,1,NA,"N.A.","7200",0,0,-9,6,2,1,6,NA,1,0,15
"2450",2104,-9,1094136,61,1,1,NA,NA,25000,NA,2,1,1,2,1,2,2,2,0,0,0,1,21,10000,1,0,0,12000,30,22,-9,NA,2,6,6203,1,1,NA,"0940","N.A.",22000,47000,6,-9,1,2,1,2,1,0,12
"2451",6601,-9,1071861,45,1,1,NA,2,10,25,2,5,1,3,5,3,3,3,0,0,0,1,21,0,2,0,0,94000,37,22,-9,NA,2,1,5200,1,1,NA,"5000","N.A.",94000,94010,11,-9,1,2,1,1,1,0,9
"2452",-9,6503,1008425,48,1,1,NA,2,0,5,2,1,1,3,5,3,3,3,4800,0,0,2,16,0,2,0,0,68000,45,-9,999,NA,2,1,NA,1,1,NA,"N.A.","4700",68000,72800,-9,6,1,2,1,NA,1,0,21
"2453",4200,-9,1094136,60,1,1,NA,NA,12000,25,2,1,1,3,5,3,3,3,0,0,0,1,20,0,1,0,0,38000,56,925,-9,NA,2,1,NA,1,1,NA,"9130","N.A.",38000,50000,12,-9,1,1,1,NA,1,0,16
"2454",-9,2902,1024037,63,1,1,NA,NA,0,144,2,1,1,3,5,3,3,3,1400,0,0,1,20,0,1,0,0,67000,58,-9,32,NA,2,1,NA,1,1,NA,"N.A.","7340",67000,68400,-9,20,1,2,1,NA,1,0,11
"2455",-9,701,1008425,30,1,4,1,2,0,7,1,5,1,3,5,3,3,3,0,0,0,3,21,0,2,0,0,22000,30,-9,920,NA,2,1,6001,1,1,NA,"N.A.","2310",22000,22000,-9,6,1,1,5,2,1,0,22
"2456",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2458",8200,-9,1071861,36,1,NA,1,NA,0,NA,1,5,1,3,5,3,3,3,0,0,0,1,13,0,1,0,0,0,NA,211,-9,NA,2,6,NA,1,1,NA,"","",0,0,6,-9,2,1,8,NA,1,0,4
"2459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2461",5406,-9,1094136,22,5,1,1,NA,0,15,1,5,1,3,5,3,3,3,0,0,0,2,19,0,1,0,0,9600,24,431,-9,7,2,1,NA,2,2,NA,"5160","N.A.",9600,9600,158,-9,2,2,1,NA,4,0,29
"2462",-9,6502,1024037,41,5,6,2,NA,0,30,1,1,1,3,5,3,3,3,0,0,0,1,16,24000,1,0,0,0,40,-9,210,5,2,1,NA,2,2,NA,"N.A.","6200",24000,24000,-9,303,2,2,1,NA,3,0,21
"2463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2464",-9,1303,1024037,33,1,1,NA,NA,0,50,2,1,3,3,5,3,3,3,0,0,0,1,17,0,1,0,0,68000,50,-9,999,NA,2,1,NA,1,1,NA,"N.A.","0050",68000,68000,-9,6,1,2,1,NA,1,0,11
"2465",6126,-9,1094136,47,1,7,NA,NA,0,60,2,5,1,3,5,3,3,3,0,0,0,1,21,0,1,0,0,40000,60,50,-9,NA,2,1,6001,1,1,NA,"7630","N.A.",40000,40000,29,-9,1,2,1,2,1,0,28
