"","PUMA10","percentage"
"226",8302,0.217294192724952
"227",8303,0.214515186915888
"228",8501,0.453457277473577
"229",8502,0.463264257578352
"230",8503,0.377575549450549
"231",8504,0.374410562716127
"232",8505,0.179631114675221
"233",8506,0.160745341614907
"234",8507,0.446959259988191
"235",8508,0.319102353585112
"236",8509,0.255991516436903
"237",8510,0.241657696447793
"238",8511,0.253937007874016
"239",8512,0.343595382078065
"240",8513,0.286024423337856
"241",8514,0.125858838226109
"242",8701,0.121043627031651
"243",8702,0.281538461538462
"244",8900,0.192193968066233
"245",9501,0.229479642934901
"246",9502,0.20515213739033
"247",9503,0.14228756541241
"248",9701,0.188186565820277
"249",9702,0.187100522951772
"250",9703,0.175477707006369
"251",9901,0.0876304023845007
"252",9902,0.11008076577924
"253",9903,0.0834929145921103
"254",9904,0.0807776560788609
"255",10100,0.110347389931265
"256",10701,0.114672364672365
"257",10702,0.0901442307692308
"258",10703,0.031305114638448
"259",11101,0.166260792561435
"260",11102,0.239461103867884
"261",11103,0.0841022936989191
"262",11104,0.165103652517275
"263",11105,0.117056856187291
"264",11106,0.164476665156321
"265",11300,0.169581974503409
